[22/01/20 09:10:04] @elonmusk - RT by @_Bergelmir_: Cancel Cancel Culture! (Tue 09:35:23) https://twitter.com/elonmusk/status/1262783922708058113
[22/02/05 13:10:04] @elonmusk - RT by @_Bergelmir_:  (Sat 12:19:53) http://twitter.com/elonmusk/status/1490057614436282383
[24/05/04 07:56:20] @elonmusk - RT @rookisaacman: After 2+ years, the @SpaceX EVA suit has been unveiled. We are thrilled to have contributed to the dev & testing and exci… (Sat 07:54:38) https://x.com/_/status/1786771421890519127
[24/05/04 12:01:21] @elonmusk - RT @XUK: Welcome to the UK @grok! We’re so glad you’re here to share your wit, knowledge, and a some advice with our friends across the pon… (Sat 11:56:21) https://x.com/_/status/1786832253169123408
[24/05/04 14:00:33] @elonmusk - RT @JohnnaCrider1: Thank you Elon Musk and SpaceX for creating Starlink.  Even with obstructions (power lines) I have never seen internet… (Sat 13:54:47) https://x.com/_/status/1786862058346258509
[24/05/04 17:51:17] @elonmusk - RT @SpaceX: Chat with the Polaris Dawn crew and SpaceX team today ~3:00 p.m. ET on Spaces → https://twitter.com/i/spaces/1YqJDgBaOyNGV (Sat 17:44:17) https://x.com/_/status/1786919815094894946
[24/05/04 20:46:15] @elonmusk - RT @FairElectFund: 🚨 If you are an election worker, organizer, or concerned citizen who has seen corruption in our elections firsthand, we… (Sat 20:45:38) https://x.com/_/status/1786965451093717077
[24/05/05 08:03:15] @elonmusk - RT @Tesla_Optimus: Trying to be useful lately! https://pbs.twimg.com/amplify_video_thumb/1787027443074715648/img/V5-7iPMO7oWLZnh2.jpg (video) (Sun 07:59:14) https://x.com/_/status/1787134970227474762
[24/05/05 10:16:19] @elonmusk - RT @teslaownersSV: Human scale vs Starship https://pbs.twimg.com/ext_tw_video_thumb/1786625079880949760/pu/img/qgmiUEm4i3XklN4Q.jpg (video) (Sun 10:14:58) https://x.com/_/status/1787169125942415521
[24/05/05 10:30:22] @elonmusk - RT @cb_doge: Users are spending an average of ~34 minutes per day on 𝕏, a 13% year-over-year increase.	https://pbs.twimg.com/ext_tw_video_thumb/1785380920759103488/pu/img/2oG6MmqUAmmr3qtI.jpg (video) (Sun 10:25:41) https://x.com/_/status/1787171822489780728
[24/05/05 17:58:20] @elonmusk - RT @cb_doge: 🥇 https://pbs.twimg.com/media/GM2w9VSXYAAatfg.jpg (photo) (Sun 17:48:16) https://x.com/_/status/1787283204828709363
[24/05/05 20:39:27] @elonmusk - RT @ByeonChansoo: Tesla FSD drove the entire way from underground garage to home after a Toronto FC game last night... (~50 minute drive).… (Sun 20:37:32) https://x.com/_/status/1787325802629251503
[24/05/06 12:08:16] @elonmusk - RT @SpaceX: Falcon 9’s first stage booster lands on the Just Read the Instructions droneship for recovery and refurbishment ahead of its 16… (Mon 12:04:05) https://x.com/_/status/1787558974981906878
[24/05/06 13:53:15] @elonmusk - RT @Tesla: $99/month (Mon 13:50:40) https://x.com/_/status/1787585795815276595
[24/05/06 18:26:20] @elonmusk - RT @cb_doge: "Laws and regulations are immortal. If year after year there are more laws and regulations passed, eventually everything will… (Mon 18:23:56) https://x.com/_/status/1787654568194822360
[24/05/06 18:33:27] @elonmusk - RT @stevenmarkryan: Elon Musk’s FULL Conversation At Milken Institute (silence removed to save you time) (Mon 18:30:18) https://x.com/_/status/1787656170985128147
[24/05/06 18:40:19] @elonmusk - RT @cb_doge: "I'm in favor of greatly expediting legal immigration. But having a secure southern border so there's some vetting of who come… (Mon 18:29:17) https://x.com/_/status/1787655913429709108
[24/05/06 18:40:21] @elonmusk - RT @cb_doge: "SpaceX has roughly 6000 satellites and not once have we had to maneuver around a UFO. Civilization is rare. We should do eve… (Mon 18:26:21) https://x.com/_/status/1787655174951154127
[24/05/06 22:59:15] @elonmusk - RT @MilkenInstitute: Watch LIVE: @MilkenInstitute Chairman Mike Milken in conversation with @elonmusk at #MIGlobal https://twitter.com/i/broadcasts/1BRKjPvrBejJw (Mon 22:55:25) https://x.com/_/status/1787722886931005864
[24/05/07 01:10:13] @elonmusk - RT @cb_doge: "The birth rate is dropping, which leads to a civilization that dies not with a bang, but with a whimper in adult diapers. On… (Tue 01:08:23) https://x.com/_/status/1787756348404650020
[24/05/07 01:31:14] @elonmusk - RT @natemcgrady: NBA Live on X is 🔥 https://t.co/US5yniYgSX https://twitter.com/i/events/1785175286989918208 (Tue 01:26:31) https://x.com/_/status/1787760912423870780
[24/05/07 01:31:20] @elonmusk - RT @cb_doge: Every school in the world should adopt this method of teaching! https://pbs.twimg.com/amplify_video_thumb/1787756175196340224/img/KChlyCCirMLm7W0t.jpg (video) (Tue 01:20:09) https://x.com/_/status/1787759310392746384
[24/05/07 01:52:18] @elonmusk - RT @MarioNawfal: 🇺🇸 ELON: CIVILIZATIONAL RISKS KEEP ME UP AT NIGHT, BUT KIDS KEEP ME GOING "Kids give me joy. I probably get the most joy… (Tue 01:39:04) https://x.com/_/status/1787764071267536948
[24/05/07 11:12:17] @elonmusk - RT @ID_AA_Carmack: Act on press This is a UI design hill I will die on, and it dismays me how often and hard I have had to fight for it.… (Tue 11:07:59) https://x.com/_/status/1787907242651697651
[24/05/07 11:47:27] @elonmusk - RT @cb_doge: 𝕏 is the #1 news app on the AppStore in Argentina, leading both the free and grossing categories. 🥇 https://pbs.twimg.com/ext_tw_video_thumb/1787846107520712704/pu/img/miyLZ5UrZWSzBbWv.jpg (video) (Tue 11:40:35) https://x.com/_/status/1787915449944219751
[24/05/07 19:22:26] @elonmusk - RT @SpaceX: View of yesterday’s @Starlink deploy during an orbital sunrise https://pbs.twimg.com/ext_tw_video_thumb/1787976629832269824/pu/img/yXDfzEwGENepDQ9o.jpg (video) (Tue 19:19:05) https://x.com/_/status/1788030832772563329
[24/05/08 10:58:18] @elonmusk - RT @cb_doge: Americans' trust in media over the years: https://pbs.twimg.com/media/GNEyJmFWAAA2bhA.jpg (photo) (Wed 10:56:18) https://x.com/_/status/1788266690708431234
[24/05/08 19:22:16] @elonmusk - RT @cb_doge: If your company is hiring, consider signing up as a Verified Organization on 𝕏. You can then list your job openings directly o… (Wed 19:08:04) https://x.com/_/status/1788390449259942164
[24/05/08 22:52:21] @elonmusk - RT @Tesla_Megapack: 60MW / 160MWh of Tesla Megapacks at @GridStorLLC's site in Goleta, CA are now Santa Barbara County's largest power reso… (Wed 22:51:28) https://x.com/_/status/1788446671182926190
[24/05/08 22:52:25] @elonmusk - RT @SpaceX: Photos from today’s Starship static fire https://pbs.twimg.com/media/GNFa77rboAQVyNm.jpg (photo), https://pbs.twimg.com/media/GNFa80abIAAL7Sf.jpg (photo) (Wed 22:45:11) https://x.com/_/status/1788445088101650870
[24/05/08 22:59:20] @elonmusk - RT @SpaceX: Static fire of Flight 5 Starship’s six Raptor engines https://pbs.twimg.com/ext_tw_video_thumb/1788309206170574855/pu/img/l0VreuyCnbPkcZyj.jpg (video) (Wed 22:52:21) https://x.com/_/status/1788446894013780028
[24/05/09 11:19:16] @elonmusk - RT @kcoleman: When we started @CommunityNotes, all the concept testing showed people across the political spectrum wanted it. But could we… (Thu 11:12:44) https://x.com/_/status/1788633216116785528
[24/05/09 15:59:17] @elonmusk - RT @TeslaBoomerMama: Please hear me out for instructions on how to vote and what to do thereafter, to help maximize participation in Tesla'… (Thu 15:52:36) https://x.com/_/status/1788703645963362725
[24/05/09 16:20:22] @elonmusk - RT @cb_doge: You can upload 4hr long videos on this platform. 📽️ https://pbs.twimg.com/amplify_video_thumb/1788708987082244097/img/2NOLFiNKxnqwUsdl.jpg (video) (Thu 16:17:35) https://x.com/_/status/1788709934835683555
[24/05/09 16:27:21] @elonmusk - RT @XBusiness: 👀 Coming soon: AI Audiences  Briefly describe the target audience for your ads and our AI systems will generate a pool of t… (Thu 16:20:04) https://x.com/_/status/1788710558704804208
[24/05/09 23:20:18] @elonmusk - RT @SpaceX: Watch Falcon 9 launch 20 @Starlink satellites to orbit from California, including 13 with Direct to Cell capabilities https://t… (Thu 23:17:13) https://x.com/_/status/1788815539998953716
[24/05/10 01:24:12] @elonmusk - RT @TeslaCharging: New Tesla Supercharger: IOI City Mall Putrajaya, Malaysia (4 stalls) https://t.co/clVvuUvNTL https://pbs.twimg.com/media/GNLoqVqbcAAJHHl.jpg (photo) https://www.tesla.com/findus?location=412673 (Fri 01:23:00) https://x.com/_/status/1788847191160705030
[24/05/10 07:28:34] @elonmusk - RT @SpaceX: Falcon 9 launches 20 @Starlink satellites – including 13 with Direct to Cell capabilities – completing the 75th launch from pad… (Fri 07:24:31) https://x.com/_/status/1788938169284485583
[24/05/10 07:49:44] @elonmusk - RT @farzyness: Neuralink's First Patient Reveals Astonishing Results. Here's an edit of @ModdedQuad first livestream explaining in detail… (Fri 07:44:28) https://x.com/_/status/1788943191598612505
[24/05/10 10:23:47] @elonmusk - RT @jack: don’t depend on corporations to grant you rights. defend them yourself using freedom technology. (you’re on one) (Fri 10:18:16) https://x.com/_/status/1788981896988242055
[24/05/10 11:12:33] @elonmusk - RT @DongWookChung2: I love X Communities because they provide a much bigger chance for great content from small accounts to be featured and… (Fri 11:10:42) https://x.com/_/status/1788995093698936990
[24/05/10 11:19:41] @elonmusk - RT @pmarca: Please enjoy @bhorowitz and me answering questions on the current state of AI! 00:01:14 - How AI startups can compete with the… (Fri 11:13:19) https://x.com/_/status/1788995750010995079
[24/05/10 12:29:19] @elonmusk - RT @pmarca: Please enjoy @bhorowitz and me answering questions on the current state of AI! 01:14 How AI startups can compete with the bigg… (Fri 12:25:41) https://x.com/_/status/1789013961796407406
[24/05/10 19:29:37] @elonmusk - RT @jordanbpeterson: Mr. Musk @elonmusk	 It's much much worse than you have been informed: plans to shackle Canadians electronically if a… (Fri 19:22:25) https://x.com/_/status/1789118836157059356
[24/05/10 23:48:19] @elonmusk - RT @daltybrewer: I took my first road trip in my Tesla using FSD v12.3.6. My car drove me 366 miles with 0 disengagements. I can confiden… (Fri 23:41:49) https://x.com/_/status/1789184117848059912
[24/05/11 05:57:03] @elonmusk - RT @cb_doge: Just a reminder: On 𝕏, the average cost per ad click is only $0.38, lowest as compared to other platforms. https://t.co/wKqu0… (Sat 05:37:49) https://x.com/_/status/1789273707552412034
[24/05/11 12:29:21] @elonmusk - RT @XNews: http://x.com/i/article/1789053002357059584 (Sat 12:23:02) https://x.com/_/status/1789375681769423358
[24/05/11 13:18:09] @elonmusk - RT @engineers_feed: The U.S. government has issued its first severe geomagnetic storm watch in nearly two decades, highlighting the risk fr… (Sat 13:15:46) https://x.com/_/status/1789388954896113841
[24/05/11 14:07:30] @elonmusk - RT @SpaceX: Super Heavy booster for Flight 4 moving to the pad at Starbase https://pbs.twimg.com/media/GNU5VmJa0AAocqx.jpg (photo), https://pbs.twimg.com/media/GNU5VniboAA3LRv.jpg (photo), https://pbs.twimg.com/media/GNU5VmRa4AAgFJx.jpg (photo) (Sat 14:02:59) https://x.com/_/status/1789400837095088157
[24/05/12 12:43:18] @elonmusk - RT @NASA: Have you seen the aurora this weekend? Follow @NASASun to learn more about how it happens—and keep an eye on @NOAA (and @NWSSWPC… (Sun 12:35:54) https://x.com/_/status/1789741310041272570
[24/05/12 15:24:19] @elonmusk - RT @alx: Someone should tell Johnny McEntee to start posting on 𝕏 🤣  https://pbs.twimg.com/ext_tw_video_thumb/1788973920348966912/pu/img/_Z9Y5Nu90fENCIR-.jpg (video) (Sun 15:22:00) https://x.com/_/status/1789783108528554071
[24/05/12 23:55:19] @elonmusk - RT @SpaceX: Falcon 9 launches 23 @Starlink satellites to low-Earth orbit from Florida https://pbs.twimg.com/media/GNbJvrDakAAc8ca.jpg (photo), https://pbs.twimg.com/media/GNbJ-37bsAAMDHz.jpg (photo) (Sun 23:49:31) https://x.com/_/status/1789910829221003742
[24/05/12 23:55:21] @elonmusk - RT @SpaceX: Liftoff! https://pbs.twimg.com/amplify_video_thumb/1789821399760351232/img/mJMahNU0qTPEAtUG.jpg (video) (Sun 23:49:15) https://x.com/_/status/1789910764553216021
[24/05/13 12:22:17] @elonmusk - RT @ScarantinoX: This efficiency is NUTTY 🤯 Currently projecting ~365miles of range at highway speed (75mph). Destination is +100ft elevat… (Mon 12:18:55) https://x.com/_/status/1790099423118164402
[24/05/13 22:03:18] @elonmusk - RT @cb_doge: You can also support this platform by sharing 𝕏.com links with your friends.  https://pbs.twimg.com/amplify_video_thumb/1781833985574010880/img/wSJ-KSQ61cwhN2Ua.jpg (video) (Mon 21:53:20) https://x.com/_/status/1790243981323816962
[24/05/14 23:34:09] @elonmusk - RT @imPenny2x: Sending 𝕏 links to your off platform friends is community service (Tue 23:28:23) https://x.com/_/status/1790630289418690624
[24/05/14 23:34:11] @elonmusk - RT @cb_doge: Reuters new logo is 🔥 https://pbs.twimg.com/media/GNmYcfgbMAAiQXX.jpg (photo) (Tue 23:28:05) https://x.com/_/status/1790630211564052603
[24/05/15 07:21:25] @elonmusk - RT @Tesla: FSD Supervised can help protect not just the occupants of the vehicle, but also others sharing the road (Wed 07:16:39) https://x.com/_/status/1790748130948030668
[24/05/16 23:20:30] @elonmusk - RT @wanghaofei: Major improvements on For you today! Let us know your feedback over the next couple of days, is it getting better or worse?… (Thu 23:19:09) https://x.com/_/status/1791352738019709391
[24/05/17 21:14:13] @elonmusk - RT @SpaceX: Falcon 9 completes the first 21st launch and landing of a booster and delivers 23 @Starlink satellites to low-Earth orbit from… (Fri 21:13:55) https://x.com/_/status/1791683611218805023
[24/05/17 22:17:27] @elonmusk - RT @SpaceX: Liftoff! https://pbs.twimg.com/amplify_video_thumb/1791627929690226688/img/k6OyFc0JKvOalY_9.jpg (video) (Fri 22:10:10) https://x.com/_/status/1791697765975876048
[24/05/17 23:34:06] @elonmusk - RT @cb_doge: How to Grok? 一 Post Conversation 一 Copy Response Text 一 Share Chat 一 Rate Response 一 Chat History 一 Switch Modes 一 New… (Fri 23:28:12) https://x.com/_/status/1791717405036847319
[24/05/20 05:50:32] @elonmusk - RT @RubinReport: Pretty much every sane person right now. cc: @elonmusk https://pbs.twimg.com/media/GOBXqRQXMAAsUjm.jpg (photo) (Mon 05:48:04) https://x.com/_/status/1792537777005031518
[24/05/20 06:11:15] @elonmusk - RT @cb_doge: If you're a website admin and still using the old  icon, please update it to 𝕏. https://pbs.twimg.com/media/GOBhjYgaEAEw33J.jpg (photo) (Mon 06:00:54) https://x.com/_/status/1792541008665936051
[24/05/20 08:10:23] @elonmusk - RT @farzyness: Elon Musk Reveals Plan to Solve World's Water. Here's an edit of @elonmusk's recent speech at the 10th World Water Forum. T… (Mon 08:08:48) https://x.com/_/status/1792573194278453324
[24/05/20 08:24:18] @elonmusk - RT @DimaZeniuk: “I would encourage everyone in a room to look at the cost of solar power has dropped dramatically over the years. The cost… (Mon 08:17:51) https://x.com/_/status/1792575469386179045
[24/05/20 10:58:26] @elonmusk - RT @pmarca: Please enjoy @bhorowitz and me on the American Dream! 🇺🇸💭🚀✨ 2:28 Home ownership, education and healthcare 5:43 Self-actualizat… (Mon 10:52:10) https://x.com/_/status/1792614304858120395
[24/05/20 12:15:23] @elonmusk - RT @Starlink: Across more than 17,000 islands, Starlink’s high-speed, low-latency internet is available in Indonesia! 🛰🇮🇩❤️ → https://t.co… (Mon 12:10:08) https://x.com/_/status/1792633926751760546
[24/05/20 20:04:27] @elonmusk - RT @KanekoaTheGreat: CNBC's Squawk Box discussed Elon Musk's Tesla compensation package when it was first announced in January 2018: @RayD… (Mon 20:00:14) https://x.com/_/status/1792752230082416766
[24/05/20 21:49:11] @elonmusk - RT @Starlink: Starlink is connecting more than 3M people with high-speed internet across nearly 100 countries, territories and many other m… (Mon 21:45:16) https://x.com/_/status/1792778662514950191
[24/05/21 17:44:23] @elonmusk - RT @SpaceX: First video call on @X completed through @Starlink Direct to Cell satellites from unmodified mobile phones! We’re excited to g… (Tue 17:41:17) https://x.com/_/status/1793079650593517687
[24/05/23 00:00:13] @elonmusk - RT @MarioNawfal: 🚨ELON: COMMUNITY NOTES WILL MAKE X THE MOST TRUSTED PLACE ON THE INTERNET “They have corrected me, they have corrected h… (Wed 23:55:44) https://x.com/_/status/1793536271979303236
[24/05/23 01:03:05] @elonmusk - RT @megynkelly: .@BillMaher on Biden's Pandering, Woke Progressives Supporting Terrorists, and The Value of Disagreement Plus, Stormy Dani… (Thu 00:56:25) https://x.com/_/status/1793551542664274261
[24/05/23 14:56:25] @elonmusk - RT @SawyerMerritt: NEWS: Tesla says they received a record 5.9 million job applications in 2023, a 64% increase vs 2022. https://t.co/XwSsV… (Thu 14:54:52) https://x.com/_/status/1793762549252628534
[24/05/24 08:03:24] @elonmusk - RT @MarioNawfal: 🇺🇸 ELON: STARLINK WILL COMPLETE THE GOAL OF A CONNECTED WORLD "SpaceX is very focused on the Starlink constellation for i… (Fri 07:44:39) https://x.com/_/status/1794016667778928739
[24/05/24 10:37:22] @elonmusk - RT @cb_doge: Instagram - sad generation with happy pictures 𝕏 - real people, real thoughts in real-time https://pbs.twimg.com/media/GOWz7BIaUAAimQb.jpg (photo) (Fri 10:10:35) https://x.com/_/status/1794053393440469493
[24/05/24 15:45:14] @elonmusk - RT @cb_doge: 𝕏 Creators, The revenue you generate depends on the number of verified ad impressions you receive. I recommend encouraging y… (Fri 15:41:11) https://x.com/_/status/1794136591130394833
[24/05/24 16:41:09] @elonmusk - RT @boringcompany: 2 million passengers! (Fri 16:36:00) https://x.com/_/status/1794150387047690337
[24/05/24 18:12:21] @elonmusk - RT @SpaceX: Starship is designed to fundamentally alter humanity’s access to space, ultimately enabling us to make life multiplanetary. The… (Fri 18:08:35) https://x.com/_/status/1794173683919208518
[24/05/25 23:27:20] @elonmusk - RT @NASAAmes: From 100,000 miles away 📸  This Apollo 10 image of Earth was taken 55 years ago in 1969. https://pbs.twimg.com/media/GOW-fY-WsAAVe0G.jpg (photo) (Sat 23:22:50) https://x.com/_/status/1794615155697025288
[24/05/26 23:06:05] @elonmusk - RT @xai: xAI is pleased to announce.. https://t.co/uu0ioPgS8V https://x.ai/blog/series-b (Sun 23:00:43) https://x.com/_/status/1794971979469959268
[24/05/27 13:25:30] @elonmusk - RT @cb_doge: BREAKING: Meta is using your Instagram and Facebook photos to train their AI. Meta’s Chief Product Officer confirmed that the… (Mon 13:22:32) https://x.com/_/status/1795188864027398186
[24/05/27 15:45:29] @elonmusk - RT @tunguz: Which one of these AI labs would you most like to work at? (Mon 15:44:17) https://x.com/_/status/1795224535467270465
[24/05/28 08:17:18] @elonmusk - RT @SawyerMerritt: NEWS: Tesla says you can win a tour of Tesla's Giga Texas factory with Elon Musk and Franz von Holzhausen if you vote yo… (Tue 08:10:41) https://x.com/_/status/1795472768982458769
[24/05/28 10:44:24] @elonmusk - RT @SpaceX: Clear skies as Falcon 9’s first stage lands on the A Shortfall of Gravitas droneship, completing our 350th launch! https://t.co… (Tue 10:38:54) https://x.com/_/status/1795510072233050313
[24/05/29 09:41:23] @elonmusk - RT @SpaceX: Starship and Super Heavy loaded with more than 10 million pounds of propellant in a rehearsal ahead of Flight 4. Launch is targ… (Wed 09:35:47) https://x.com/_/status/1795856574310650116
[24/05/30 04:12:07] @elonmusk - RT @qatarairways: Qatar Airways raises in-flight experience to new heights! We are proud to be the largest global airline and the first in… (Thu 04:09:07) https://x.com/_/status/1796136756229570801
[24/05/31 00:21:22] @elonmusk - RT @SpaceX: Today marks the fourth anniversary of Falcon 9 launching @NASA’s Demo-2 mission to the @space_station, returning human spacefli… (Fri 00:19:02) https://x.com/_/status/1796441240168436020
[24/05/31 00:49:15] @elonmusk - RT @Tesla: Every day, our Semi fleet transports battery packs from Giga Nevada to supply our Fremont factory https://pbs.twimg.com/amplify_video_thumb/1796252368574541824/img/RbUO_-4mjx9-H-Xj.jpg (video) (Fri 00:42:38) https://x.com/_/status/1796447179604955480
[24/05/31 19:57:20] @elonmusk - RT @SpaceX: Landing burn and touchdown of Falcon 9 on the A Shortfall of Gravitas droneship https://pbs.twimg.com/amplify_video_thumb/1796734964022841344/img/1G1NUC5cLLGZ19AR.jpg (video) (Fri 19:52:28) https://x.com/_/status/1796736542469181836
[24/05/31 19:57:22] @elonmusk - RT @SpaceX: One more for the month of May, liftoff of Falcon 9 https://pbs.twimg.com/amplify_video_thumb/1796732995589877760/img/Y61BQESmoXN0a-wg.jpg (video) (Fri 19:52:20) https://x.com/_/status/1796736510605001007
[24/06/02 00:56:07] @elonmusk - RT @kevinnbass: George Orwell writing in 1943 https://pbs.twimg.com/media/GPCtJTtb0AAaoXp.jpg (photo) (Sun 00:52:40) https://x.com/_/status/1797174479736414490
[24/06/02 07:35:22] @elonmusk - RT @cb_doge: Everyone can be a citizen journalist. You just need a mobile, internet connectivity and 𝕏 app. https://pbs.twimg.com/amplify_video_thumb/1797274365207461888/img/OkhD3PMAxuKjFwHv.jpg (video) (Sun 07:33:13) https://x.com/_/status/1797275279385137424
[24/06/04 10:16:20] @elonmusk - RT @DimaZeniuk: Today, 14 years ago, SpaceX successfully launched the Falcon 9 for the first time (June 4, 2010) https://pbs.twimg.com/media/GPPIBxeXEAAOzOk.jpg (photo) (Tue 10:12:55) https://x.com/_/status/1798040247315648672
[24/06/04 21:00:29] @elonmusk - RT @SpaceX: Falcon 9 launches 20 @Starlink satellites – including 13 with Direct to Cell capabilities – to orbit from Florida, completing t… (Tue 20:58:24) https://x.com/_/status/1798202688523718777
[24/06/04 22:31:20] @elonmusk - RT @BaronCapital: Baron Capital CEO Ron Baron will appear on @SquawkCNBC tomorrow, June 5 at 7:30 a.m. ET. Please tune in! https://t.co/LFM… (Tue 22:24:02) https://x.com/_/status/1798224237163123152
[24/06/04 22:38:10] @elonmusk - RT @astro_greek: .@elonmusk left Instagram because he started taking too many selfies 😂 "What the hell is wrong with me?" https://t.co/0zS… (Tue 22:25:26) https://x.com/_/status/1798224591837598188
[24/06/05 06:18:17] @elonmusk - RT @MachinePix: F-22 Raptor Aerial Demonstration Team chasing a SpaceX Falcon 9 Rocket carrying a US Space Force payload. https://t.co/iBuN… (Wed 06:11:46) https://x.com/_/status/1798341946328645903
[24/06/05 08:17:20] @elonmusk - RT @NASA: Starliner to the stars! ✨ At 10:52am ET, @BoeingSpace #Starliner lifted off on a @ULALaunch Atlas V for the first time with @NAS… (Wed 08:12:47) https://x.com/_/status/1798372400758931849
[24/06/05 10:02:34] @elonmusk - RT @TeslaBoomerMama: 🚨🇬🇧🇪🇺🇦🇺🗺️ To everyone outside of the US who could not vote, there is a last minute solution, but you need to act NOW.… (Wed 09:56:22) https://x.com/_/status/1798398470065398000
[24/06/06 06:25:27] @elonmusk - RT @SpaceX: Hot stage jettison https://pbs.twimg.com/amplify_video_thumb/1798700227006009344/img/EmLLbQR1G9Y9Biqs.jpg (video) (Thu 06:24:50) https://x.com/_/status/1798707624369893521
[24/06/06 06:25:29] @elonmusk - RT @SpaceX: Super Heavy has splashed down in the Gulf of Mexico https://pbs.twimg.com/amplify_video_thumb/1798701356192313344/img/n9UjEQeIGAtpaDMe.jpg (video) (Thu 06:24:27) https://x.com/_/status/1798707525619233120
[24/06/06 06:32:21] @elonmusk - RT @SpaceX: Liftoff of Starship! https://pbs.twimg.com/amplify_video_thumb/1798699116501045248/img/s0spAxoBs6gvPxFI.jpg (video) (Thu 06:25:03) https://x.com/_/status/1798707679340507414
[24/06/06 06:32:23] @elonmusk - RT @SpaceX: Starship’s Raptor engines have ignited during hot-staging separation. Super Heavy is executing the flip maneuver and boostback… (Thu 06:24:57) https://x.com/_/status/1798707652736012400
[24/06/06 08:10:22] @elonmusk - RT @SpaceX: Flight 4 liftoff from Starbase https://pbs.twimg.com/media/GPZhXlkawAAc0sJ.jpg (photo), https://pbs.twimg.com/media/GPZhYmiacAA6NAJ.jpg (photo), https://pbs.twimg.com/media/GPZhaNjbEAAh6wx.jpg (photo), https://pbs.twimg.com/media/GPZhbZJbAAIBNvk.jpg (photo) (Thu 08:06:17) https://x.com/_/status/1798733153462517825
[24/06/06 13:53:32] @elonmusk - RT @tesla_na: Pour one out!  Tesla Mezcal now available in the US → https://pbs.twimg.com/media/GPaK7h-a0AM-yVH.jpg (photo) http://teslamezcal.tesla.com (Thu 13:50:07) https://x.com/_/status/1798819680976781384
[24/06/06 14:00:44] @elonmusk - RT @SpaceX: Starship made a controlled reentry, successfully making it through the phases of peak heating and max aerodynamic pressure and… (Thu 13:57:20) https://x.com/_/status/1798821499224146188
[24/06/06 14:00:46] @elonmusk - RT @SpaceX: Starship’s fourth flight test launched with ambitious goals, attempting to go farther than any previous test before and begin d… (Thu 13:57:04) https://x.com/_/status/1798821432232661297
[24/06/06 14:35:14] @elonmusk - RT @Tesla: Congrats 4680 Cell Manufacturing team on building their 50 millionth battery cell at Giga Texas! https://pbs.twimg.com/media/GPV0wLiW0AAP-jm.jpg (photo), https://pbs.twimg.com/media/GPV0wLhXMAAM_em.jpg (photo) (Thu 14:29:11) https://x.com/_/status/1798829514375520746
[24/06/07 20:32:40] @elonmusk - RT @SpaceX: Falcon 9 launches 22 @Starlink satellites to orbit from Florida https://pbs.twimg.com/media/GPhSh1_bcAEgrQm.jpg (photo), https://pbs.twimg.com/media/GPhSh2GbIAAFhJg.jpg (photo), https://pbs.twimg.com/media/GPhTH2EbwAAD6Pf.jpg (photo), https://pbs.twimg.com/media/GPhTV-EaIAALQ77.jpg (photo) (Fri 20:28:49) https://x.com/_/status/1799282406328840330
[24/06/07 22:38:12] @elonmusk - RT @cb_doge: Share this with your friends who still believe the legacy media news. 𝕏 is the #1 news app in the US (AppStore) https://t.co/… (Fri 22:37:01) https://x.com/_/status/1799314671381676108
[24/06/08 20:18:08] @elonmusk - RT @cb_doge: All the details about voting can be found on https://pbs.twimg.com/media/GPmTfO7aEAEDSVR.jpg (photo) http://VoteTesla.com (Sat 20:14:22) https://x.com/_/status/1799641158395756626
[24/06/08 20:39:16] @elonmusk - RT @TeslaBoomerMama: Please everyone check that they voted with EVERY account holding TSLA shares. You should have a control number PER acc… (Sat 20:36:55) https://x.com/_/status/1799646834417377637
[24/06/09 22:52:14] @elonmusk - RT @cyb3rgam3r420: Testing X Streaming & Starlink https://twitter.com/i/broadcasts/1YpJkwgbQQdJj (Sun 22:49:58) https://x.com/_/status/1800042705399234749
[24/06/11 06:25:18] @elonmusk - RT @elon_docs: Elon Musk's warning against ChatGPT: An AI trained to lie is extremely dangerous. https://pbs.twimg.com/ext_tw_video_thumb/1800279958268354560/pu/img/3FrtKXGZ_bNEbjsZ.jpg (video) (Tue 06:23:29) https://x.com/_/status/1800519221421690997
[24/06/11 08:17:23] @elonmusk - RT @MarioNawfal: Trying to debate with trolls on X https://t.co/HywDhySleN https://pbs.twimg.com/ext_tw_video_thumb/1800453170193211392/pu/img/s1QxjFPkeGwc_Hk5.jpg (video) (Tue 07:50:32) https://x.com/_/status/1800541128393117836
[24/06/11 12:57:18] @elonmusk - RT @Tesla: Rundown of what we have achieved since 2018 – under @elonmusk's leadership – 2018 – Hit 5k Model 3/week – Model 3 becomes best-s… (Tue 12:54:24) https://x.com/_/status/1800617602504606155
[24/06/11 22:03:21] @elonmusk - RT @cb_doge: 𝕏 will make likes private this week. – You will still be able to see posts you have liked (but others cannot). – Like count… (Tue 21:58:13) https://x.com/_/status/1800754455409004814
[24/06/12 08:17:16] @elonmusk - RT @cb_doge: Most users are on 𝕏 because it’s entertaining, but majorities also use it for politics, news. https://pbs.twimg.com/media/GP4a8_sXMAAqj_P.jpg (photo) (Wed 08:11:07) https://x.com/_/status/1800908699126661356
[24/06/12 09:34:18] @elonmusk - RT @Tesla_Megapack: 600 MWh of Megapacks will soon be co-located with wind at @Orsted's Horsea 3 Wind Farm (Wed 09:31:39) https://x.com/_/status/1800928963507913146
